CAMPUS CORNELIO PROCOPIO
CURSO: ;Administracao - Noturno - 80 Vagas
056745;0;CLASSIFICADO
062964;0;CLASSIFICADO
068644;0;CLASSIFICADO
068903;0;CLASSIFICADO
088356;0;CLASSIFICADO
005984;0;CLASSIFICADO
006285;0;CLASSIFICADO
012510;0;CLASSIFICADO
035186;0;CLASSIFICADO
040855;0;CLASSIFICADO
056732;0;CLASSIFICADO
057306;0;CLASSIFICADO
068151;0;CLASSIFICADO
068343;0;CLASSIFICADO
068977;0;CLASSIFICADO
078662;0;CLASSIFICADO
078690;0;CLASSIFICADO
097873;0;CLASSIFICADO
098146;0;CLASSIFICADO
098436;0;CLASSIFICADO
000123;0;CLASSIFICADO
000696;0;CLASSIFICADO
000797;0;CLASSIFICADO
006274;0;CLASSIFICADO
006544;0;CLASSIFICADO
006618;0;CLASSIFICADO
017612;0;CLASSIFICADO
017623;0;CLASSIFICADO
018168;0;CLASSIFICADO
018179;0;CLASSIFICADO
023837;0;CLASSIFICADO
023848;0;CLASSIFICADO
029506;0;CLASSIFICADO
039711;0;CLASSIFICADO
045667;0;CLASSIFICADO
051063;0;CLASSIFICADO
051144;0;CLASSIFICADO
056717;0;CLASSIFICADO
062414;0;CLASSIFICADO
063234;0;CLASSIFICADO
078663;0;CLASSIFICADO
078677;0;CLASSIFICADO
098141;0;CLASSIFICADO
098628;0;CLASSIFICADO
000028;0;CLASSIFICADO
017882;0;CLASSIFICADO
023625;0;CLASSIFICADO
029220;0;CLASSIFICADO
057386;0;CLASSIFICADO
062975;0;CLASSIFICADO
068633;0;CLASSIFICADO
088275;0;CLASSIFICADO
088548;0;CLASSIFICADO
097858;0;CLASSIFICADO
097886;0;CLASSIFICADO

CURSO: ;Ciencias Contabeis - Noturno - 32 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
029305;822;CLASSIFICADO
023636;822;CLASSIFICADO
017967;822;CLASSIFICADO
000960;822;CLASSIFICADO
068988;801;CLASSIFICADO
012298;801;CLASSIFICADO
006629;801;CLASSIFICADO
098348;692;CLASSIFICADO
098251;692;CLASSIFICADO
088750;692;CLASSIFICADO
088653;692;CLASSIFICADO
068545;692;CLASSIFICADO
068448;692;CLASSIFICADO
062876;692;CLASSIFICADO
062779;692;CLASSIFICADO
057207;692;CLASSIFICADO
057110;692;CLASSIFICADO
051538;692;CLASSIFICADO
051441;692;CLASSIFICADO
017524;692;CLASSIFICADO
011855;692;CLASSIFICADO
011758;692;CLASSIFICADO
006186;692;CLASSIFICADO
006089;692;CLASSIFICADO
000517;692;CLASSIFICADO
000420;692;CLASSIFICADO
069063;656;CLASSIFICADO
035049;656;CLASSIFICADO
029380;656;CLASSIFICADO
023711;656;CLASSIFICADO
018042;635;CLASSIFICADO
012373;635;CLASSIFICADO
006704;635;CLASSIFICADO
088341;623;CLASSIFICADO
078743;623;CLASSIFICADO
056798;623;CLASSIFICADO
051129;623;CLASSIFICADO
045460;623;CLASSIFICADO
039791;623;CLASSIFICADO
097939;609;CLASSIFICADO
068136;609;CLASSIFICADO
062467;609;CLASSIFICADO
000108;609;CLASSIFICADO
097836;602;CLASSIFICADO
088238;602;CLASSIFICADO
078640;602;CLASSIFICADO
062364;602;CLASSIFICADO
056695;602;CLASSIFICADO
045357;602;CLASSIFICADO
000005;602;CLASSIFICADO
051026;595;CLASSIFICADO
039688;595;CLASSIFICADO
034019;595;CLASSIFICADO
040948;591;CLASSIFICADO
035279;591;CLASSIFICADO
029610;591;CLASSIFICADO
023941;591;CLASSIFICADO
018272;591;CLASSIFICADO
012603;591;CLASSIFICADO
098242;588;CLASSIFICADO
057101;588;CLASSIFICADO
051432;588;CLASSIFICADO
098208;584;CLASSIFICADO
098063;584;CLASSIFICADO
088610;584;CLASSIFICADO
088465;584;CLASSIFICADO
078867;584;CLASSIFICADO
068405;584;CLASSIFICADO
068260;584;CLASSIFICADO
062736;584;CLASSIFICADO
062591;584;CLASSIFICADO
057067;584;CLASSIFICADO
056922;584;CLASSIFICADO
051398;584;CLASSIFICADO
051253;584;CLASSIFICADO
045584;584;CLASSIFICADO
011715;584;CLASSIFICADO
006046;584;CLASSIFICADO
005901;584;CLASSIFICADO
000377;584;CLASSIFICADO
000232;584;CLASSIFICADO
088644;581;CLASSIFICADO
068459;581;CLASSIFICADO
068439;581;CLASSIFICADO
062770;581;CLASSIFICADO
011769;581;CLASSIFICADO
011749;581;CLASSIFICADO
006100;581;CLASSIFICADO
006080;581;CLASSIFICADO
000411;581;CLASSIFICADO
098262;574;CLASSIFICADO
088664;574;CLASSIFICADO
062790;574;CLASSIFICADO
057121;574;CLASSIFICADO
051452;574;CLASSIFICADO
000431;574;CLASSIFICADO
088515;552;CLASSIFICADO
062641;552;CLASSIFICADO
045634;552;CLASSIFICADO
035095;549;CLASSIFICADO
098191;548;CLASSIFICADO
068388;548;CLASSIFICADO
062719;548;CLASSIFICADO
057050;548;CLASSIFICADO
045712;548;CLASSIFICADO
006029;548;CLASSIFICADO
088274;546;CLASSIFICADO
078676;546;CLASSIFICADO
062400;546;CLASSIFICADO
039724;546;CLASSIFICADO
098113;545;CLASSIFICADO
078917;545;CLASSIFICADO
068310;545;CLASSIFICADO
056972;545;CLASSIFICADO
051303;545;CLASSIFICADO
005951;545;CLASSIFICADO
000282;545;CLASSIFICADO
088593;541;CLASSIFICADO
051381;541;CLASSIFICADO
011698;541;CLASSIFICADO
000360;541;CLASSIFICADO
097872;539;CLASSIFICADO
056731;539;CLASSIFICADO
051062;539;CLASSIFICADO
045393;539;CLASSIFICADO
000041;539;CLASSIFICADO
029426;528;CLASSIFICADO
023757;528;CLASSIFICADO
018088;528;CLASSIFICADO
012419;528;CLASSIFICADO
006750;528;CLASSIFICADO
098250;512;CLASSIFICADO
088652;512;CLASSIFICADO
068447;512;CLASSIFICADO
062778;512;CLASSIFICADO
051440;512;CLASSIFICADO
035031;512;CLASSIFICADO
029362;512;CLASSIFICADO
018024;512;CLASSIFICADO
012355;512;CLASSIFICADO
006686;512;CLASSIFICADO
006088;512;CLASSIFICADO
069045;505;CLASSIFICADO
069029;505;CLASSIFICADO
023693;505;CLASSIFICADO
023677;505;CLASSIFICADO
018180;505;CLASSIFICADO
012339;505;CLASSIFICADO
006670;505;CLASSIFICADO
035145;502;CLASSIFICADO
029476;502;CLASSIFICADO
068400;498;CLASSIFICADO
057109;498;CLASSIFICADO
057062;498;CLASSIFICADO
051393;498;CLASSIFICADO
029346;498;CLASSIFICADO
018008;498;CLASSIFICADO
011757;498;CLASSIFICADO
006041;498;CLASSIFICADO
000419;498;CLASSIFICADO
023807;495;CLASSIFICADO
018138;495;CLASSIFICADO
012469;495;CLASSIFICADO
006800;495;CLASSIFICADO
098589;487;CLASSIFICADO
068786;487;CLASSIFICADO
063150;487;CLASSIFICADO
063117;487;CLASSIFICADO
023434;487;CLASSIFICADO
017798;487;CLASSIFICADO
006460;487;CLASSIFICADO
000758;487;CLASSIFICADO
098203;484;CLASSIFICADO
088605;484;CLASSIFICADO
062731;484;CLASSIFICADO
011710;484;CLASSIFICADO
000372;484;CLASSIFICADO
098622;480;CLASSIFICADO
068819;480;CLASSIFICADO
023467;480;CLASSIFICADO
017765;480;CLASSIFICADO
012129;480;CLASSIFICADO
012096;480;CLASSIFICADO
006427;480;CLASSIFICADO
000791;480;CLASSIFICADO
040856;477;CLASSIFICADO
035187;477;CLASSIFICADO
029518;477;CLASSIFICADO
023849;477;CLASSIFICADO
012511;477;CLASSIFICADO
063061;473;CLASSIFICADO
057392;473;CLASSIFICADO
023378;473;CLASSIFICADO
017709;473;CLASSIFICADO
000702;473;CLASSIFICADO
029379;465;CLASSIFICADO
023710;465;CLASSIFICADO
006703;465;CLASSIFICADO
098533;459;CLASSIFICADO
098235;459;CLASSIFICADO
088637;459;CLASSIFICADO
068730;459;CLASSIFICADO
068432;459;CLASSIFICADO
062763;459;CLASSIFICADO
057094;459;CLASSIFICADO
051425;459;CLASSIFICADO
012040;459;CLASSIFICADO
011742;459;CLASSIFICADO
006371;459;CLASSIFICADO
006073;459;CLASSIFICADO
000404;459;CLASSIFICADO
069062;451;CLASSIFICADO
035048;451;CLASSIFICADO
018041;451;CLASSIFICADO
012372;451;CLASSIFICADO
035090;423;CLASSIFICADO
029421;423;CLASSIFICADO
012414;423;CLASSIFICADO
006745;423;CLASSIFICADO
023752;416;CLASSIFICADO
018083;416;CLASSIFICADO
068803;408;CLASSIFICADO
063134;408;CLASSIFICADO
017782;408;CLASSIFICADO
012113;408;CLASSIFICADO
068906;404;CLASSIFICADO
063237;404;CLASSIFICADO
029223;404;CLASSIFICADO
023554;404;CLASSIFICADO
017885;404;CLASSIFICADO
012216;404;CLASSIFICADO
006547;404;CLASSIFICADO
000878;404;CLASSIFICADO
098606;401;CLASSIFICADO
023451;401;CLASSIFICADO
006444;401;CLASSIFICADO
000775;401;CLASSIFICADO
098351;397;CLASSIFICADO
088753;397;CLASSIFICADO
057210;397;CLASSIFICADO
051541;397;CLASSIFICADO
011858;397;CLASSIFICADO
006189;397;CLASSIFICADO
000520;397;CLASSIFICADO
098596;390;CLASSIFICADO
068793;390;CLASSIFICADO
023441;390;CLASSIFICADO
017772;390;CLASSIFICADO
012103;390;CLASSIFICADO
006434;390;CLASSIFICADO
000765;390;CLASSIFICADO
069018;383;CLASSIFICADO
029335;383;CLASSIFICADO
017997;383;CLASSIFICADO
063202;379;CLASSIFICADO
023519;379;CLASSIFICADO
017850;379;CLASSIFICADO
006512;379;CLASSIFICADO
000843;379;CLASSIFICADO
023780;377;CLASSIFICADO
018111;377;CLASSIFICADO
068548;376;CLASSIFICADO
063124;376;CLASSIFICADO
062879;376;CLASSIFICADO
017527;376;CLASSIFICADO
068871;372;CLASSIFICADO
029188;372;CLASSIFICADO
012181;372;CLASSIFICADO
035109;369;CLASSIFICADO
029440;369;CLASSIFICADO
023771;369;CLASSIFICADO
018102;369;CLASSIFICADO
012433;369;CLASSIFICADO
006764;369;CLASSIFICADO
023666;362;CLASSIFICADO
012328;362;CLASSIFICADO
006659;362;CLASSIFICADO
035118;349;CLASSIFICADO
029449;349;CLASSIFICADO
012442;349;CLASSIFICADO
006773;349;CLASSIFICADO
088585;300;CLASSIFICADO
045704;300;CLASSIFICADO
006021;300;CLASSIFICADO
000352;300;CLASSIFICADO
098183;293;CLASSIFICADO
068380;293;CLASSIFICADO
062711;293;CLASSIFICADO
057042;293;CLASSIFICADO
051373;293;CLASSIFICADO
011690;293;CLASSIFICADO
068595;0;CLASSIFICADO
035252;0;CLASSIFICADO
035133;0;CLASSIFICADO
057257;0;CLASSIFICADO
000160;0;CLASSIFICADO
000567;0;CLASSIFICADO
011673;0;CLASSIFICADO
029583;0;CLASSIFICADO
098398;0;CLASSIFICADO
051181;0;CLASSIFICADO
005829;0;CLASSIFICADO
006788;0;CLASSIFICADO
011905;0;CLASSIFICADO
018245;0;CLASSIFICADO
088568;0;CLASSIFICADO
000335;0;CLASSIFICADO
006236;0;CLASSIFICADO
045512;0;CLASSIFICADO
062694;0;CLASSIFICADO
023795;0;CLASSIFICADO
039843;0;CLASSIFICADO
068188;0;CLASSIFICADO
078795;0;CLASSIFICADO
088393;0;CLASSIFICADO
017574;0;CLASSIFICADO
018126;0;CLASSIFICADO
051356;0;CLASSIFICADO
098166;0;CLASSIFICADO
012576;0;CLASSIFICADO
057025;0;CLASSIFICADO
068363;0;CLASSIFICADO
006004;0;CLASSIFICADO
029464;0;CLASSIFICADO
045687;0;CLASSIFICADO
097991;0;CLASSIFICADO
012457;0;CLASSIFICADO
023914;0;CLASSIFICADO
040921;0;CLASSIFICADO
056850;0;CLASSIFICADO
062519;0;CLASSIFICADO
062926;0;CLASSIFICADO

CURSO: ;Geografia - Noturno - 32 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
068600;780;DESCLASSIFICADO
023826;780;DESCLASSIFICADO
011910;780;DESCLASSIFICADO
000572;780;DESCLASSIFICADO
035164;774;DESCLASSIFICADO
029495;774;DESCLASSIFICADO
018157;774;DESCLASSIFICADO
012488;774;DESCLASSIFICADO
098403;768;DESCLASSIFICADO
062931;768;DESCLASSIFICADO
057262;768;DESCLASSIFICADO
017579;768;DESCLASSIFICADO
006241;768;DESCLASSIFICADO
023820;673;DESCLASSIFICADO
012482;673;DESCLASSIFICADO
035158;667;DESCLASSIFICADO
029489;667;DESCLASSIFICADO
018151;667;DESCLASSIFICADO
029270;661;DESCLASSIFICADO
023601;661;DESCLASSIFICADO
006594;661;DESCLASSIFICADO
068953;655;DESCLASSIFICADO
017932;655;DESCLASSIFICADO
012263;655;DESCLASSIFICADO
000925;655;DESCLASSIFICADO
088727;647;DESCLASSIFICADO
068522;647;DESCLASSIFICADO
057184;647;DESCLASSIFICADO
011832;647;DESCLASSIFICADO
006163;647;DESCLASSIFICADO
098325;641;DESCLASSIFICADO
062853;641;DESCLASSIFICADO
051515;641;DESCLASSIFICADO
000494;641;DESCLASSIFICADO
088633;634;DESCLASSIFICADO
051421;634;DESCLASSIFICADO
011738;634;DESCLASSIFICADO
006069;634;DESCLASSIFICADO
000400;634;DESCLASSIFICADO
078762;621;DESCLASSIFICADO
051148;621;DESCLASSIFICADO
000127;621;DESCLASSIFICADO
098231;610;DESCLASSIFICADO
068428;610;DESCLASSIFICADO
062759;610;DESCLASSIFICADO
057090;610;DESCLASSIFICADO
097958;609;DESCLASSIFICADO
088360;609;DESCLASSIFICADO
068155;609;DESCLASSIFICADO
062486;609;DESCLASSIFICADO
056817;609;DESCLASSIFICADO
045479;609;DESCLASSIFICADO
039810;609;DESCLASSIFICADO
098178;603;DESCLASSIFICADO
068375;603;DESCLASSIFICADO
062706;603;DESCLASSIFICADO
098636;598;DESCLASSIFICADO
068833;598;DESCLASSIFICADO
063164;598;DESCLASSIFICADO
023481;598;DESCLASSIFICADO
017812;598;DESCLASSIFICADO
012143;598;DESCLASSIFICADO
006474;598;DESCLASSIFICADO
000805;598;DESCLASSIFICADO
088580;597;DESCLASSIFICADO
057037;597;DESCLASSIFICADO
051368;597;DESCLASSIFICADO
045699;597;DESCLASSIFICADO
011685;597;DESCLASSIFICADO
006016;597;DESCLASSIFICADO
000347;597;DESCLASSIFICADO
098192;592;DESCLASSIFICADO
088594;592;DESCLASSIFICADO
062720;592;DESCLASSIFICADO
051382;592;DESCLASSIFICADO
045713;592;DESCLASSIFICADO
006030;592;DESCLASSIFICADO
000361;592;DESCLASSIFICADO
068389;586;DESCLASSIFICADO
057051;586;DESCLASSIFICADO
011699;586;DESCLASSIFICADO
088256;585;DESCLASSIFICADO
045375;585;DESCLASSIFICADO
039706;585;DESCLASSIFICADO
034037;585;DESCLASSIFICADO
000023;585;DESCLASSIFICADO
062761;584;DESCLASSIFICADO
017878;584;DESCLASSIFICADO
097854;579;DESCLASSIFICADO
078658;579;DESCLASSIFICADO
062382;579;DESCLASSIFICADO
056713;579;DESCLASSIFICADO
051044;579;DESCLASSIFICADO
098233;578;DESCLASSIFICADO
088635;578;DESCLASSIFICADO
068899;578;DESCLASSIFICADO
068430;578;DESCLASSIFICADO
063230;578;DESCLASSIFICADO
057092;578;DESCLASSIFICADO
051423;578;DESCLASSIFICADO
029216;578;DESCLASSIFICADO
023547;578;DESCLASSIFICADO
023391;578;DESCLASSIFICADO
017722;578;DESCLASSIFICADO
012209;578;DESCLASSIFICADO
011740;578;DESCLASSIFICADO
006540;578;DESCLASSIFICADO
006384;578;DESCLASSIFICADO
006071;578;DESCLASSIFICADO
000871;578;DESCLASSIFICADO
000715;578;DESCLASSIFICADO
000402;578;DESCLASSIFICADO
098546;566;DESCLASSIFICADO
068743;566;DESCLASSIFICADO
063074;566;DESCLASSIFICADO
012053;566;DESCLASSIFICADO
098544;559;DESCLASSIFICADO
068741;559;DESCLASSIFICADO
063072;559;DESCLASSIFICADO
023389;559;DESCLASSIFICADO
017720;559;DESCLASSIFICADO
012051;559;DESCLASSIFICADO
006382;559;DESCLASSIFICADO
000713;559;DESCLASSIFICADO
023559;540;DESCLASSIFICADO
012221;540;DESCLASSIFICADO
040862;529;DESCLASSIFICADO
068911;528;DESCLASSIFICADO
029228;528;DESCLASSIFICADO
017890;528;DESCLASSIFICADO
006552;528;DESCLASSIFICADO
000883;528;DESCLASSIFICADO
035193;523;DESCLASSIFICADO
029524;523;DESCLASSIFICADO
023855;523;DESCLASSIFICADO
018186;523;DESCLASSIFICADO
012517;523;DESCLASSIFICADO
017866;522;DESCLASSIFICADO
006528;522;DESCLASSIFICADO
000859;522;DESCLASSIFICADO
068887;516;DESCLASSIFICADO
063218;516;DESCLASSIFICADO
029204;516;DESCLASSIFICADO
023535;516;DESCLASSIFICADO
012197;516;DESCLASSIFICADO
098618;515;DESCLASSIFICADO
068815;515;DESCLASSIFICADO
006456;515;DESCLASSIFICADO
088308;510;DESCLASSIFICADO
068584;510;DESCLASSIFICADO
057246;510;DESCLASSIFICADO
056765;510;DESCLASSIFICADO
051096;510;DESCLASSIFICADO
045427;510;DESCLASSIFICADO
039758;510;DESCLASSIFICADO
006225;510;DESCLASSIFICADO
000556;510;DESCLASSIFICADO
063146;509;DESCLASSIFICADO
023463;509;DESCLASSIFICADO
017794;509;DESCLASSIFICADO
012125;509;DESCLASSIFICADO
000787;509;DESCLASSIFICADO
098387;504;DESCLASSIFICADO
088789;504;DESCLASSIFICADO
062915;504;DESCLASSIFICADO
017563;504;DESCLASSIFICADO
011894;504;DESCLASSIFICADO
069069;497;DESCLASSIFICADO
018048;497;DESCLASSIFICADO
012379;497;DESCLASSIFICADO
088439;496;DESCLASSIFICADO
056896;496;DESCLASSIFICADO
045558;496;DESCLASSIFICADO
097906;492;DESCLASSIFICADO
078710;492;DESCLASSIFICADO
068103;492;DESCLASSIFICADO
062434;492;DESCLASSIFICADO
000075;492;DESCLASSIFICADO
098037;490;DESCLASSIFICADO
097876;490;DESCLASSIFICADO
078841;490;DESCLASSIFICADO
078680;490;DESCLASSIFICADO
068862;490;DESCLASSIFICADO
068234;490;DESCLASSIFICADO
062565;490;DESCLASSIFICADO
051227;490;DESCLASSIFICADO
045397;490;DESCLASSIFICADO
039728;490;DESCLASSIFICADO
012172;490;DESCLASSIFICADO
005875;490;DESCLASSIFICADO
000206;490;DESCLASSIFICADO
035055;485;DESCLASSIFICADO
029386;485;DESCLASSIFICADO
023717;485;DESCLASSIFICADO
006710;485;DESCLASSIFICADO
063193;478;DESCLASSIFICADO
023510;478;DESCLASSIFICADO
017841;478;DESCLASSIFICADO
006503;478;DESCLASSIFICADO
000834;478;DESCLASSIFICADO
088278;472;DESCLASSIFICADO
062404;472;DESCLASSIFICADO
056735;472;DESCLASSIFICADO
051066;472;DESCLASSIFICADO
000045;472;DESCLASSIFICADO
088599;471;DESCLASSIFICADO
062725;471;DESCLASSIFICADO
057056;471;DESCLASSIFICADO
035159;471;DESCLASSIFICADO
029490;471;DESCLASSIFICADO
023821;471;DESCLASSIFICADO
018152;471;DESCLASSIFICADO
012483;471;DESCLASSIFICADO
011704;471;DESCLASSIFICADO
006035;471;DESCLASSIFICADO
088757;459;DESCLASSIFICADO
068552;459;DESCLASSIFICADO
011862;459;DESCLASSIFICADO
000524;459;DESCLASSIFICADO
098197;453;DESCLASSIFICADO
068394;453;DESCLASSIFICADO
051387;453;DESCLASSIFICADO
000366;453;DESCLASSIFICADO
098355;447;DESCLASSIFICADO
062883;447;DESCLASSIFICADO
057214;447;DESCLASSIFICADO
051545;447;DESCLASSIFICADO
017531;447;DESCLASSIFICADO
006193;447;DESCLASSIFICADO
098602;445;DESCLASSIFICADO
068799;445;DESCLASSIFICADO
063130;445;DESCLASSIFICADO
040938;445;DESCLASSIFICADO
035269;445;DESCLASSIFICADO
029600;445;DESCLASSIFICADO
023931;445;DESCLASSIFICADO
023447;445;DESCLASSIFICADO
018262;445;DESCLASSIFICADO
017778;445;DESCLASSIFICADO
012593;445;DESCLASSIFICADO
012109;445;DESCLASSIFICADO
006440;445;DESCLASSIFICADO
000771;445;DESCLASSIFICADO
040863;434;DESCLASSIFICADO
029525;434;DESCLASSIFICADO
018187;434;DESCLASSIFICADO
012518;434;DESCLASSIFICADO
069058;433;DESCLASSIFICADO
029375;433;DESCLASSIFICADO
018037;433;DESCLASSIFICADO
012368;433;DESCLASSIFICADO
035194;428;DESCLASSIFICADO
023856;428;DESCLASSIFICADO
035044;427;DESCLASSIFICADO
023706;427;DESCLASSIFICADO
006699;427;DESCLASSIFICADO
063198;426;DESCLASSIFICADO
006508;426;DESCLASSIFICADO
000839;426;DESCLASSIFICADO
098196;415;DESCLASSIFICADO
088598;415;DESCLASSIFICADO
068393;415;DESCLASSIFICADO
062724;415;DESCLASSIFICADO
057055;415;DESCLASSIFICADO
051386;415;DESCLASSIFICADO
011703;415;DESCLASSIFICADO
006034;415;DESCLASSIFICADO
000365;415;DESCLASSIFICADO
097974;413;DESCLASSIFICADO
068171;413;DESCLASSIFICADO
056833;413;DESCLASSIFICADO
051164;413;DESCLASSIFICADO
045495;413;DESCLASSIFICADO
039826;413;DESCLASSIFICADO
000143;413;DESCLASSIFICADO
098642;408;DESCLASSIFICADO
068867;408;DESCLASSIFICADO
063170;408;DESCLASSIFICADO
029304;408;DESCLASSIFICADO
023635;408;DESCLASSIFICADO
023515;408;DESCLASSIFICADO
023487;408;DESCLASSIFICADO
017846;408;DESCLASSIFICADO
017818;408;DESCLASSIFICADO
012297;408;DESCLASSIFICADO
012177;408;DESCLASSIFICADO
006628;408;DESCLASSIFICADO
000811;408;DESCLASSIFICADO
088376;407;DESCLASSIFICADO
078778;407;DESCLASSIFICADO
062502;407;DESCLASSIFICADO
068987;402;DESCLASSIFICADO
017966;402;DESCLASSIFICADO
000959;402;DESCLASSIFICADO
068839;396;DESCLASSIFICADO
012149;396;DESCLASSIFICADO
006480;396;DESCLASSIFICADO
023511;376;DESCLASSIFICADO
017842;376;DESCLASSIFICADO
012173;376;DESCLASSIFICADO
000835;376;DESCLASSIFICADO
068863;364;DESCLASSIFICADO
063194;364;DESCLASSIFICADO
006504;364;DESCLASSIFICADO
068746;338;DESCLASSIFICADO
063077;338;DESCLASSIFICADO
098549;320;DESCLASSIFICADO
023394;320;DESCLASSIFICADO
017725;320;DESCLASSIFICADO
012056;320;DESCLASSIFICADO
006387;320;DESCLASSIFICADO
000718;320;DESCLASSIFICADO
088683;0;DESCLASSIFICADO
088501;0;DESCLASSIFICADO
098281;0;DESCLASSIFICADO
018194;0;DESCLASSIFICADO
023863;0;DESCLASSIFICADO
057140;0;DESCLASSIFICADO
078903;0;DESCLASSIFICADO
098099;0;DESCLASSIFICADO
011788;0;DESCLASSIFICADO
045620;0;DESCLASSIFICADO
068296;0;DESCLASSIFICADO
000450;0;DESCLASSIFICADO
035201;0;DESCLASSIFICADO
062627;0;DESCLASSIFICADO
029532;0;DESCLASSIFICADO
000268;0;DESCLASSIFICADO
005937;0;DESCLASSIFICADO
006119;0;DESCLASSIFICADO
051289;0;DESCLASSIFICADO
062809;0;DESCLASSIFICADO
012525;0;DESCLASSIFICADO
040870;0;DESCLASSIFICADO
051471;0;DESCLASSIFICADO
056958;0;DESCLASSIFICADO
068478;0;DESCLASSIFICADO

CURSO: ;Matematica - Noturno - 40 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
000001;895;DESCLASSIFICADO
088735;750;DESCLASSIFICADO
057192;750;DESCLASSIFICADO
017509;750;DESCLASSIFICADO
006171;750;DESCLASSIFICADO
000502;750;DESCLASSIFICADO
098333;720;DESCLASSIFICADO
068530;720;DESCLASSIFICADO
062861;720;DESCLASSIFICADO
051523;720;DESCLASSIFICADO
011840;720;DESCLASSIFICADO
069048;715;DESCLASSIFICADO
035079;715;DESCLASSIFICADO
035034;715;DESCLASSIFICADO
029410;715;DESCLASSIFICADO
023741;715;DESCLASSIFICADO
018072;715;DESCLASSIFICADO
018027;715;DESCLASSIFICADO
012403;715;DESCLASSIFICADO
098329;695;DESCLASSIFICADO
088731;695;DESCLASSIFICADO
068526;695;DESCLASSIFICADO
062857;695;DESCLASSIFICADO
057188;695;DESCLASSIFICADO
051519;695;DESCLASSIFICADO
029365;695;DESCLASSIFICADO
023696;695;DESCLASSIFICADO
012358;695;DESCLASSIFICADO
011836;695;DESCLASSIFICADO
006734;695;DESCLASSIFICADO
006689;695;DESCLASSIFICADO
006167;695;DESCLASSIFICADO
000498;695;DESCLASSIFICADO
098119;665;DESCLASSIFICADO
088521;665;DESCLASSIFICADO
078923;665;DESCLASSIFICADO
068316;665;DESCLASSIFICADO
062647;665;DESCLASSIFICADO
056978;665;DESCLASSIFICADO
051309;665;DESCLASSIFICADO
045640;665;DESCLASSIFICADO
005957;665;DESCLASSIFICADO
000288;665;DESCLASSIFICADO
029257;660;DESCLASSIFICADO
023588;660;DESCLASSIFICADO
017919;660;DESCLASSIFICADO
012250;660;DESCLASSIFICADO
006581;660;DESCLASSIFICADO
000912;660;DESCLASSIFICADO
098621;645;DESCLASSIFICADO
097832;645;DESCLASSIFICADO
088234;645;DESCLASSIFICADO
068818;645;DESCLASSIFICADO
062360;645;DESCLASSIFICADO
056691;645;DESCLASSIFICADO
051022;645;DESCLASSIFICADO
045353;645;DESCLASSIFICADO
040872;645;DESCLASSIFICADO
039684;645;DESCLASSIFICADO
035203;645;DESCLASSIFICADO
034015;645;DESCLASSIFICADO
029534;645;DESCLASSIFICADO
023865;645;DESCLASSIFICADO
018196;645;DESCLASSIFICADO
012527;645;DESCLASSIFICADO
000790;645;DESCLASSIFICADO
098284;635;DESCLASSIFICADO
088686;635;DESCLASSIFICADO
068481;635;DESCLASSIFICADO
063149;635;DESCLASSIFICADO
062812;635;DESCLASSIFICADO
057143;635;DESCLASSIFICADO
051474;635;DESCLASSIFICADO
023466;635;DESCLASSIFICADO
017797;635;DESCLASSIFICADO
012128;635;DESCLASSIFICADO
011791;635;DESCLASSIFICADO
006459;635;DESCLASSIFICADO
006122;635;DESCLASSIFICADO
000453;635;DESCLASSIFICADO
068940;630;DESCLASSIFICADO
063066;630;DESCLASSIFICADO
017714;630;DESCLASSIFICADO
078636;625;DESCLASSIFICADO
098538;620;DESCLASSIFICADO
068735;620;DESCLASSIFICADO
057397;620;DESCLASSIFICADO
023383;620;DESCLASSIFICADO
012045;620;DESCLASSIFICADO
006376;620;DESCLASSIFICADO
000707;620;DESCLASSIFICADO
035173;595;DESCLASSIFICADO
029504;595;DESCLASSIFICADO
023835;595;DESCLASSIFICADO
018166;595;DESCLASSIFICADO
012497;595;DESCLASSIFICADO
068494;590;DESCLASSIFICADO
063123;590;DESCLASSIFICADO
062825;590;DESCLASSIFICADO
051487;590;DESCLASSIFICADO
012102;590;DESCLASSIFICADO
006433;590;DESCLASSIFICADO
000466;590;DESCLASSIFICADO
023420;585;DESCLASSIFICADO
017751;585;DESCLASSIFICADO
000744;585;DESCLASSIFICADO
098297;580;DESCLASSIFICADO
088699;580;DESCLASSIFICADO
057156;580;DESCLASSIFICADO
011804;580;DESCLASSIFICADO
006135;580;DESCLASSIFICADO
098575;575;DESCLASSIFICADO
098564;575;DESCLASSIFICADO
068772;575;DESCLASSIFICADO
068761;575;DESCLASSIFICADO
063103;575;DESCLASSIFICADO
035115;575;DESCLASSIFICADO
029446;575;DESCLASSIFICADO
023777;575;DESCLASSIFICADO
018108;575;DESCLASSIFICADO
012439;575;DESCLASSIFICADO
012082;575;DESCLASSIFICADO
006770;575;DESCLASSIFICADO
006413;575;DESCLASSIFICADO
006402;575;DESCLASSIFICADO
000733;575;DESCLASSIFICADO
098595;570;DESCLASSIFICADO
068792;570;DESCLASSIFICADO
023440;570;DESCLASSIFICADO
017771;570;DESCLASSIFICADO
000764;570;DESCLASSIFICADO
088251;560;DESCLASSIFICADO
