CAMPUS LUIZ MENEGUEL
CURSO: ;Ciência  da Computação  - Integral  - 28 Vagas
094591;591;DESCLASSIFICADO
086002;591;DESCLASSIFICADO
084778;591;DESCLASSIFICADO
078099;591;DESCLASSIFICADO
076404;591;DESCLASSIFICADO
076189;591;DESCLASSIFICADO
074171;591;DESCLASSIFICADO
072908;591;DESCLASSIFICADO
072821;591;DESCLASSIFICADO
072713;591;DESCLASSIFICADO
067044;591;DESCLASSIFICADO
033225;591;DESCLASSIFICADO
028024;591;DESCLASSIFICADO
027809;591;DESCLASSIFICADO
027556;591;DESCLASSIFICADO
021887;591;DESCLASSIFICADO
016471;591;DESCLASSIFICADO
016218;591;DESCLASSIFICADO
016131;591;DESCLASSIFICADO
010549;591;DESCLASSIFICADO
004793;591;DESCLASSIFICADO
004685;591;DESCLASSIFICADO
084679;590;DESCLASSIFICADO
078000;590;DESCLASSIFICADO
076090;590;DESCLASSIFICADO
033157;590;DESCLASSIFICADO
027710;590;DESCLASSIFICADO
016150;590;DESCLASSIFICADO
004812;590;DESCLASSIFICADO
072674;587;DESCLASSIFICADO
067005;587;DESCLASSIFICADO
027322;587;DESCLASSIFICADO
021653;587;DESCLASSIFICADO
015984;587;DESCLASSIFICADO
010315;587;DESCLASSIFICADO
004646;587;DESCLASSIFICADO
094485;586;DESCLASSIFICADO
087806;586;DESCLASSIFICADO
085896;586;DESCLASSIFICADO
083877;586;DESCLASSIFICADO
078208;586;DESCLASSIFICADO
076298;586;DESCLASSIFICADO
074280;586;DESCLASSIFICADO
044925;586;DESCLASSIFICADO
033587;586;DESCLASSIFICADO
027918;586;DESCLASSIFICADO
021807;586;DESCLASSIFICADO
016138;586;DESCLASSIFICADO
004800;586;DESCLASSIFICADO
097718;585;DESCLASSIFICADO
096146;585;DESCLASSIFICADO
096017;585;DESCLASSIFICADO
095808;585;DESCLASSIFICADO
094263;585;DESCLASSIFICADO
094127;585;DESCLASSIFICADO
093998;585;DESCLASSIFICADO
093789;585;DESCLASSIFICADO
093667;585;DESCLASSIFICADO
088120;585;DESCLASSIFICADO
086548;585;DESCLASSIFICADO
086419;585;DESCLASSIFICADO
086210;585;DESCLASSIFICADO
086088;585;DESCLASSIFICADO
084665;585;DESCLASSIFICADO
084529;585;DESCLASSIFICADO
084400;585;DESCLASSIFICADO
084191;585;DESCLASSIFICADO
078522;585;DESCLASSIFICADO
077986;585;DESCLASSIFICADO
076950;585;DESCLASSIFICADO
076821;585;DESCLASSIFICADO
076612;585;DESCLASSIFICADO
076490;585;DESCLASSIFICADO
076076;585;DESCLASSIFICADO
074932;585;DESCLASSIFICADO
074803;585;DESCLASSIFICADO
074594;585;DESCLASSIFICADO
074058;585;DESCLASSIFICADO
056577;585;DESCLASSIFICADO
050908;585;DESCLASSIFICADO
045239;585;DESCLASSIFICADO
039570;585;DESCLASSIFICADO
039034;585;DESCLASSIFICADO
033901;585;DESCLASSIFICADO
033779;585;DESCLASSIFICADO
033365;585;DESCLASSIFICADO
033093;585;DESCLASSIFICADO
028110;585;DESCLASSIFICADO
027696;585;DESCLASSIFICADO
027424;585;DESCLASSIFICADO
022027;585;DESCLASSIFICADO
021755;585;DESCLASSIFICADO
016358;585;DESCLASSIFICADO
094277;584;DESCLASSIFICADO
074072;584;DESCLASSIFICADO
039048;584;DESCLASSIFICADO
033379;584;DESCLASSIFICADO
022041;584;DESCLASSIFICADO
016372;584;DESCLASSIFICADO
087892;583;DESCLASSIFICADO
074366;583;DESCLASSIFICADO
045011;583;DESCLASSIFICADO
039342;583;DESCLASSIFICADO
033673;583;DESCLASSIFICADO
028004;583;DESCLASSIFICADO
022335;583;DESCLASSIFICADO
072828;580;DESCLASSIFICADO
033145;580;DESCLASSIFICADO
027476;580;DESCLASSIFICADO
010469;580;DESCLASSIFICADO
087912;579;DESCLASSIFICADO
087832;579;DESCLASSIFICADO
085922;579;DESCLASSIFICADO
084251;579;DESCLASSIFICADO
083983;579;DESCLASSIFICADO
083903;579;DESCLASSIFICADO
078582;579;DESCLASSIFICADO
078314;579;DESCLASSIFICADO
076672;579;DESCLASSIFICADO
074654;579;DESCLASSIFICADO
074386;579;DESCLASSIFICADO
074306;579;DESCLASSIFICADO
062306;579;DESCLASSIFICADO
050968;579;DESCLASSIFICADO
050700;579;DESCLASSIFICADO
050620;579;DESCLASSIFICADO
045031;579;DESCLASSIFICADO
044951;579;DESCLASSIFICADO
039630;579;DESCLASSIFICADO
039362;579;DESCLASSIFICADO
033693;579;DESCLASSIFICADO
033613;579;DESCLASSIFICADO
033138;579;DESCLASSIFICADO
027469;579;DESCLASSIFICADO
021800;579;DESCLASSIFICADO
010462;579;DESCLASSIFICADO
072840;578;DESCLASSIFICADO
066933;578;DESCLASSIFICADO
027488;578;DESCLASSIFICADO
027250;578;DESCLASSIFICADO
021819;578;DESCLASSIFICADO
015912;578;DESCLASSIFICADO
010481;578;DESCLASSIFICADO
010243;578;DESCLASSIFICADO
072627;577;DESCLASSIFICADO
066958;577;DESCLASSIFICADO
027275;577;DESCLASSIFICADO
021606;577;DESCLASSIFICADO
015937;577;DESCLASSIFICADO
010268;577;DESCLASSIFICADO
004599;577;DESCLASSIFICADO
094610;573;DESCLASSIFICADO
087931;573;DESCLASSIFICADO
086021;573;DESCLASSIFICADO
084002;573;DESCLASSIFICADO
078333;573;DESCLASSIFICADO
076423;573;DESCLASSIFICADO
074405;573;DESCLASSIFICADO
050719;573;DESCLASSIFICADO
045050;573;DESCLASSIFICADO
039381;573;DESCLASSIFICADO
033712;573;DESCLASSIFICADO
028043;573;DESCLASSIFICADO
084787;572;DESCLASSIFICADO
076198;572;DESCLASSIFICADO
074180;572;DESCLASSIFICADO
072608;572;DESCLASSIFICADO
066939;572;DESCLASSIFICADO
061270;572;DESCLASSIFICADO
044825;572;DESCLASSIFICADO
039156;572;DESCLASSIFICADO
027818;572;DESCLASSIFICADO
027256;572;DESCLASSIFICADO
004580;572;DESCLASSIFICADO
097668;571;DESCLASSIFICADO
096096;571;DESCLASSIFICADO
095967;571;DESCLASSIFICADO
095758;571;DESCLASSIFICADO
094571;571;DESCLASSIFICADO
094077;571;DESCLASSIFICADO
093948;571;DESCLASSIFICADO
093739;571;DESCLASSIFICADO
093678;571;DESCLASSIFICADO
088070;571;DESCLASSIFICADO
088009;571;DESCLASSIFICADO
086498;571;DESCLASSIFICADO
086160;571;DESCLASSIFICADO
086099;571;DESCLASSIFICADO
085982;571;DESCLASSIFICADO
084141;571;DESCLASSIFICADO
084080;571;DESCLASSIFICADO
083963;571;DESCLASSIFICADO
078472;571;DESCLASSIFICADO
078294;571;DESCLASSIFICADO
076771;571;DESCLASSIFICADO
076562;571;DESCLASSIFICADO
076501;571;DESCLASSIFICADO
076384;571;DESCLASSIFICADO
074483;571;DESCLASSIFICADO
050858;571;DESCLASSIFICADO
050680;571;DESCLASSIFICADO
045189;571;DESCLASSIFICADO
045128;571;DESCLASSIFICADO
039520;571;DESCLASSIFICADO
033851;571;DESCLASSIFICADO
033136;571;DESCLASSIFICADO
028182;571;DESCLASSIFICADO
016129;571;DESCLASSIFICADO
097778;567;DESCLASSIFICADO
095868;567;DESCLASSIFICADO
094529;567;DESCLASSIFICADO
094511;567;DESCLASSIFICADO
093849;567;DESCLASSIFICADO
088180;567;DESCLASSIFICADO
087850;567;DESCLASSIFICADO
086270;567;DESCLASSIFICADO
085940;567;DESCLASSIFICADO
083921;567;DESCLASSIFICADO
078252;567;DESCLASSIFICADO
078234;567;DESCLASSIFICADO
076342;567;DESCLASSIFICADO
076324;567;DESCLASSIFICADO
074324;567;DESCLASSIFICADO
056637;567;DESCLASSIFICADO
050638;567;DESCLASSIFICADO
045299;567;DESCLASSIFICADO
044969;567;DESCLASSIFICADO
039300;567;DESCLASSIFICADO
039282;567;DESCLASSIFICADO
033961;567;DESCLASSIFICADO
033631;567;DESCLASSIFICADO
027962;567;DESCLASSIFICADO
027944;567;DESCLASSIFICADO
022293;567;DESCLASSIFICADO
022275;567;DESCLASSIFICADO
094385;566;DESCLASSIFICADO
078108;566;DESCLASSIFICADO
033487;566;DESCLASSIFICADO
022149;566;DESCLASSIFICADO
021587;566;DESCLASSIFICADO
016480;566;DESCLASSIFICADO
015918;566;DESCLASSIFICADO
010249;566;DESCLASSIFICADO
095697;565;DESCLASSIFICADO
078411;565;DESCLASSIFICADO
072819;565;DESCLASSIFICADO
056466;565;DESCLASSIFICADO
050797;565;DESCLASSIFICADO
039459;565;DESCLASSIFICADO
033790;565;DESCLASSIFICADO
028121;565;DESCLASSIFICADO
027467;565;DESCLASSIFICADO
021798;565;DESCLASSIFICADO
010460;565;DESCLASSIFICADO
004791;565;DESCLASSIFICADO
094508;559;DESCLASSIFICADO
087829;559;DESCLASSIFICADO
085919;559;DESCLASSIFICADO
083900;559;DESCLASSIFICADO
078231;559;DESCLASSIFICADO
076321;559;DESCLASSIFICADO
074303;559;DESCLASSIFICADO
096129;558;DESCLASSIFICADO
095791;558;DESCLASSIFICADO
094110;558;DESCLASSIFICADO
088103;558;DESCLASSIFICADO
086402;558;DESCLASSIFICADO
086193;558;DESCLASSIFICADO
085884;558;DESCLASSIFICADO
084512;558;DESCLASSIFICADO
084383;558;DESCLASSIFICADO
083865;558;DESCLASSIFICADO
078505;558;DESCLASSIFICADO
078196;558;DESCLASSIFICADO
076286;558;DESCLASSIFICADO
074268;558;DESCLASSIFICADO
050891;558;DESCLASSIFICADO
050582;558;DESCLASSIFICADO
044913;558;DESCLASSIFICADO
039553;558;DESCLASSIFICADO
039244;558;DESCLASSIFICADO
033575;558;DESCLASSIFICADO
084739;557;DESCLASSIFICADO
074132;557;DESCLASSIFICADO
033439;557;DESCLASSIFICADO
016432;557;DESCLASSIFICADO
072925;554;DESCLASSIFICADO
038911;554;DESCLASSIFICADO
033242;554;DESCLASSIFICADO
027573;554;DESCLASSIFICADO
095727;553;DESCLASSIFICADO
095712;553;DESCLASSIFICADO
093708;553;DESCLASSIFICADO
093693;553;DESCLASSIFICADO
088039;553;DESCLASSIFICADO
088024;553;DESCLASSIFICADO
086129;553;DESCLASSIFICADO
086114;553;DESCLASSIFICADO
084110;553;DESCLASSIFICADO
084095;553;DESCLASSIFICADO
078441;553;DESCLASSIFICADO
078426;553;DESCLASSIFICADO
076531;553;DESCLASSIFICADO
076516;553;DESCLASSIFICADO
074513;553;DESCLASSIFICADO
074498;553;DESCLASSIFICADO
072795;553;DESCLASSIFICADO
056496;553;DESCLASSIFICADO
056481;553;DESCLASSIFICADO
050827;553;DESCLASSIFICADO
050812;553;DESCLASSIFICADO
045158;553;DESCLASSIFICADO
045143;553;DESCLASSIFICADO
039489;553;DESCLASSIFICADO
039474;553;DESCLASSIFICADO
033820;553;DESCLASSIFICADO
033805;553;DESCLASSIFICADO
028151;553;DESCLASSIFICADO
028136;553;DESCLASSIFICADO
027443;553;DESCLASSIFICADO
021774;553;DESCLASSIFICADO
016105;553;DESCLASSIFICADO
010436;553;DESCLASSIFICADO
078217;552;DESCLASSIFICADO
076307;552;DESCLASSIFICADO
074289;552;DESCLASSIFICADO
050603;552;DESCLASSIFICADO
039265;552;DESCLASSIFICADO
094444;547;DESCLASSIFICADO
086369;547;DESCLASSIFICADO
085855;547;DESCLASSIFICADO
084479;547;DESCLASSIFICADO
084350;547;DESCLASSIFICADO
083836;547;DESCLASSIFICADO
078167;547;DESCLASSIFICADO
076900;547;DESCLASSIFICADO
076257;547;DESCLASSIFICADO
074882;547;DESCLASSIFICADO
074753;547;DESCLASSIFICADO
074544;547;DESCLASSIFICADO
074239;547;DESCLASSIFICADO
056527;547;DESCLASSIFICADO
050617;547;DESCLASSIFICADO
044948;547;DESCLASSIFICADO
044884;547;DESCLASSIFICADO
039279;547;DESCLASSIFICADO
039215;547;DESCLASSIFICADO
033610;547;DESCLASSIFICADO
033546;547;DESCLASSIFICADO
027941;547;DESCLASSIFICADO
027877;547;DESCLASSIFICADO
027333;547;DESCLASSIFICADO
022272;547;DESCLASSIFICADO
022208;547;DESCLASSIFICADO
010326;547;DESCLASSIFICADO
004657;547;DESCLASSIFICADO
097803;546;DESCLASSIFICADO
097701;546;DESCLASSIFICADO
096000;546;DESCLASSIFICADO
095893;546;DESCLASSIFICADO
093981;546;DESCLASSIFICADO
093874;546;DESCLASSIFICADO
093772;546;DESCLASSIFICADO
088205;546;DESCLASSIFICADO
088040;546;DESCLASSIFICADO
086531;546;DESCLASSIFICADO
086295;546;DESCLASSIFICADO
086130;546;DESCLASSIFICADO
084276;546;DESCLASSIFICADO
084174;546;DESCLASSIFICADO
084111;546;DESCLASSIFICADO
078607;546;DESCLASSIFICADO
078442;546;DESCLASSIFICADO
076933;546;DESCLASSIFICADO
076804;546;DESCLASSIFICADO
076697;546;DESCLASSIFICADO
076595;546;DESCLASSIFICADO
076532;546;DESCLASSIFICADO
074915;546;DESCLASSIFICADO
074786;546;DESCLASSIFICADO
074679;546;DESCLASSIFICADO
074577;546;DESCLASSIFICADO
074514;546;DESCLASSIFICADO
062331;546;DESCLASSIFICADO
056662;546;DESCLASSIFICADO
056560;546;DESCLASSIFICADO
056497;546;DESCLASSIFICADO
050993;546;DESCLASSIFICADO
045324;546;DESCLASSIFICADO
045222;546;DESCLASSIFICADO
045159;546;DESCLASSIFICADO
039655;546;DESCLASSIFICADO
039490;546;DESCLASSIFICADO
033986;546;DESCLASSIFICADO
033884;546;DESCLASSIFICADO
028152;546;DESCLASSIFICADO
072902;541;DESCLASSIFICADO
072685;541;DESCLASSIFICADO
067016;541;DESCLASSIFICADO
033219;541;DESCLASSIFICADO
033112;541;DESCLASSIFICADO
027550;541;DESCLASSIFICADO
021881;541;DESCLASSIFICADO
021664;541;DESCLASSIFICADO
016212;541;DESCLASSIFICADO
015995;541;DESCLASSIFICADO
010543;541;DESCLASSIFICADO
004767;541;DESCLASSIFICADO
096064;540;DESCLASSIFICADO
095855;540;DESCLASSIFICADO
094594;540;DESCLASSIFICADO
094298;540;DESCLASSIFICADO
094045;540;DESCLASSIFICADO
084700;540;DESCLASSIFICADO
084447;540;DESCLASSIFICADO
083986;540;DESCLASSIFICADO
078569;540;DESCLASSIFICADO
078317;540;DESCLASSIFICADO
078021;540;DESCLASSIFICADO
076868;540;DESCLASSIFICADO
076659;540;DESCLASSIFICADO
076111;540;DESCLASSIFICADO
074641;540;DESCLASSIFICADO
074389;540;DESCLASSIFICADO
074093;540;DESCLASSIFICADO
056624;540;DESCLASSIFICADO
045286;540;DESCLASSIFICADO
045034;540;DESCLASSIFICADO
044738;540;DESCLASSIFICADO
039365;540;DESCLASSIFICADO
039069;540;DESCLASSIFICADO
033400;540;DESCLASSIFICADO
027731;540;DESCLASSIFICADO
027495;540;DESCLASSIFICADO
022062;540;DESCLASSIFICADO
021826;540;DESCLASSIFICADO
016393;540;DESCLASSIFICADO
072924;539;DESCLASSIFICADO
038910;539;DESCLASSIFICADO
033241;539;DESCLASSIFICADO
027572;539;DESCLASSIFICADO
021903;539;DESCLASSIFICADO
016234;539;DESCLASSIFICADO
010565;539;DESCLASSIFICADO
021904;536;DESCLASSIFICADO
016235;536;DESCLASSIFICADO
010566;536;DESCLASSIFICADO
095713;534;DESCLASSIFICADO
094473;534;DESCLASSIFICADO
093694;534;DESCLASSIFICADO
088025;534;DESCLASSIFICADO
086115;534;DESCLASSIFICADO
084096;534;DESCLASSIFICADO
078427;534;DESCLASSIFICADO
076517;534;DESCLASSIFICADO
074499;534;DESCLASSIFICADO
072847;534;DESCLASSIFICADO
056482;534;DESCLASSIFICADO
050813;534;DESCLASSIFICADO
045144;534;DESCLASSIFICADO
039475;534;DESCLASSIFICADO
033806;534;DESCLASSIFICADO
033164;534;DESCLASSIFICADO
028137;534;DESCLASSIFICADO
027906;534;DESCLASSIFICADO
027353;534;DESCLASSIFICADO
022237;534;DESCLASSIFICADO
016157;534;DESCLASSIFICADO
016015;534;DESCLASSIFICADO
010488;534;DESCLASSIFICADO
004819;534;DESCLASSIFICADO
094337;533;DESCLASSIFICADO
078060;533;DESCLASSIFICADO
076150;533;DESCLASSIFICADO
044777;533;DESCLASSIFICADO
039108;533;DESCLASSIFICADO
027770;533;DESCLASSIFICADO
022101;533;DESCLASSIFICADO
097688;529;DESCLASSIFICADO
095987;529;DESCLASSIFICADO
095778;529;DESCLASSIFICADO
094097;529;DESCLASSIFICADO
093968;529;DESCLASSIFICADO
093759;529;DESCLASSIFICADO
084499;529;DESCLASSIFICADO
084161;529;DESCLASSIFICADO
078492;529;DESCLASSIFICADO
076920;529;DESCLASSIFICADO
076582;529;DESCLASSIFICADO
074773;529;DESCLASSIFICADO
050878;529;DESCLASSIFICADO
033871;529;DESCLASSIFICADO
097765;528;DESCLASSIFICADO
096193;528;DESCLASSIFICADO
094494;528;DESCLASSIFICADO
094335;528;DESCLASSIFICADO
094174;528;DESCLASSIFICADO
093836;528;DESCLASSIFICADO
088167;528;DESCLASSIFICADO
087815;528;DESCLASSIFICADO
086595;528;DESCLASSIFICADO
086466;528;DESCLASSIFICADO
086257;528;DESCLASSIFICADO
085905;528;DESCLASSIFICADO
084576;528;DESCLASSIFICADO
084238;528;DESCLASSIFICADO
083886;528;DESCLASSIFICADO
075988;528;DESCLASSIFICADO
074850;528;DESCLASSIFICADO
073969;528;DESCLASSIFICADO
072912;528;DESCLASSIFICADO
072589;528;DESCLASSIFICADO
062293;528;DESCLASSIFICADO
050955;528;DESCLASSIFICADO
044934;528;DESCLASSIFICADO
039617;528;DESCLASSIFICADO
039106;528;DESCLASSIFICADO
033948;528;DESCLASSIFICADO
033596;528;DESCLASSIFICADO
033229;528;DESCLASSIFICADO
027927;528;DESCLASSIFICADO
027768;528;DESCLASSIFICADO
022258;528;DESCLASSIFICADO
022099;528;DESCLASSIFICADO
021568;528;DESCLASSIFICADO
016430;528;DESCLASSIFICADO
016222;528;DESCLASSIFICADO
010553;528;DESCLASSIFICADO
010230;528;DESCLASSIFICADO
004561;528;DESCLASSIFICADO
096116;523;DESCLASSIFICADO
088090;523;DESCLASSIFICADO
086518;523;DESCLASSIFICADO
086389;523;DESCLASSIFICADO
086180;523;DESCLASSIFICADO
084370;523;DESCLASSIFICADO
076791;523;DESCLASSIFICADO
074902;523;DESCLASSIFICADO
074564;523;DESCLASSIFICADO
056547;523;DESCLASSIFICADO
045209;523;DESCLASSIFICADO
039540;523;DESCLASSIFICADO
097801;522;DESCLASSIFICADO
095891;522;DESCLASSIFICADO
095728;522;DESCLASSIFICADO
093872;522;DESCLASSIFICADO
093709;522;DESCLASSIFICADO
088203;522;DESCLASSIFICADO
087915;522;DESCLASSIFICADO
086293;522;DESCLASSIFICADO
086005;522;DESCLASSIFICADO
084737;522;DESCLASSIFICADO
084274;522;DESCLASSIFICADO
078605;522;DESCLASSIFICADO
078058;522;DESCLASSIFICADO
076695;522;DESCLASSIFICADO
076407;522;DESCLASSIFICADO
076148;522;DESCLASSIFICADO
074677;522;DESCLASSIFICADO
074130;522;DESCLASSIFICADO
072705;522;DESCLASSIFICADO
067036;522;DESCLASSIFICADO
066920;522;DESCLASSIFICADO
062329;522;DESCLASSIFICADO
061251;522;DESCLASSIFICADO
056660;522;DESCLASSIFICADO
050991;522;DESCLASSIFICADO
050828;522;DESCLASSIFICADO
050703;522;DESCLASSIFICADO
045322;522;DESCLASSIFICADO
044775;522;DESCLASSIFICADO
039653;522;DESCLASSIFICADO
033984;522;DESCLASSIFICADO
033821;522;DESCLASSIFICADO
033696;522;DESCLASSIFICADO
033437;522;DESCLASSIFICADO
028027;522;DESCLASSIFICADO
027560;522;DESCLASSIFICADO
027237;522;DESCLASSIFICADO
021891;522;DESCLASSIFICADO
021684;522;DESCLASSIFICADO
015899;522;DESCLASSIFICADO
010346;522;DESCLASSIFICADO
004677;522;DESCLASSIFICADO
095693;521;DESCLASSIFICADO
093674;521;DESCLASSIFICADO
088005;521;DESCLASSIFICADO
086095;521;DESCLASSIFICADO
084076;521;DESCLASSIFICADO
078407;521;DESCLASSIFICADO
076497;521;DESCLASSIFICADO
074479;521;DESCLASSIFICADO
056462;521;DESCLASSIFICADO
050793;521;DESCLASSIFICADO
045124;521;DESCLASSIFICADO
039455;521;DESCLASSIFICADO
033786;521;DESCLASSIFICADO
028117;521;DESCLASSIFICADO
072816;520;DESCLASSIFICADO
027464;520;DESCLASSIFICADO
021795;520;DESCLASSIFICADO
004788;520;DESCLASSIFICADO
050601;516;DESCLASSIFICADO
039263;516;DESCLASSIFICADO
033594;516;DESCLASSIFICADO
084706;515;DESCLASSIFICADO
078027;515;DESCLASSIFICADO
076117;515;DESCLASSIFICADO
074099;515;DESCLASSIFICADO
044744;515;DESCLASSIFICADO
039075;515;DESCLASSIFICADO
022068;515;DESCLASSIFICADO
016399;515;DESCLASSIFICADO
033133;514;DESCLASSIFICADO
016126;514;DESCLASSIFICADO
010457;514;DESCLASSIFICADO
094304;509;DESCLASSIFICADO
093704;509;DESCLASSIFICADO
056492;509;DESCLASSIFICADO
033406;509;DESCLASSIFICADO
027737;509;DESCLASSIFICADO
094276;508;DESCLASSIFICADO
084678;508;DESCLASSIFICADO
077999;508;DESCLASSIFICADO
027709;508;DESCLASSIFICADO
022040;508;DESCLASSIFICADO
016371;508;DESCLASSIFICADO
038946;507;DESCLASSIFICADO
027608;507;DESCLASSIFICADO
016270;507;DESCLASSIFICADO
094492;504;DESCLASSIFICADO
087813;504;DESCLASSIFICADO
085903;504;DESCLASSIFICADO
083884;504;DESCLASSIFICADO
078215;504;DESCLASSIFICADO
076305;504;DESCLASSIFICADO
074287;504;DESCLASSIFICADO
044932;504;DESCLASSIFICADO
027925;504;DESCLASSIFICADO
022256;504;DESCLASSIFICADO
097724;502;DESCLASSIFICADO
096152;502;DESCLASSIFICADO
096023;502;DESCLASSIFICADO
095814;502;DESCLASSIFICADO
094133;502;DESCLASSIFICADO
094004;502;DESCLASSIFICADO
093795;502;DESCLASSIFICADO
088126;502;DESCLASSIFICADO
086554;502;DESCLASSIFICADO
086425;502;DESCLASSIFICADO
086216;502;DESCLASSIFICADO
084535;502;DESCLASSIFICADO
084406;502;DESCLASSIFICADO
084197;502;DESCLASSIFICADO
078528;502;DESCLASSIFICADO
076956;502;DESCLASSIFICADO
076827;502;DESCLASSIFICADO
076618;502;DESCLASSIFICADO
076089;502;DESCLASSIFICADO
074938;502;DESCLASSIFICADO
074809;502;DESCLASSIFICADO
074600;502;DESCLASSIFICADO
074071;502;DESCLASSIFICADO
072737;502;DESCLASSIFICADO
067068;502;DESCLASSIFICADO
062252;502;DESCLASSIFICADO
056583;502;DESCLASSIFICADO
050914;502;DESCLASSIFICADO
045245;502;DESCLASSIFICADO
039576;502;DESCLASSIFICADO
039047;502;DESCLASSIFICADO
033907;502;DESCLASSIFICADO
033378;502;DESCLASSIFICADO
004709;502;DESCLASSIFICADO
072740;501;DESCLASSIFICADO
067071;501;DESCLASSIFICADO
094418;497;DESCLASSIFICADO
094355;497;DESCLASSIFICADO
085829;497;DESCLASSIFICADO
083810;497;DESCLASSIFICADO
078141;497;DESCLASSIFICADO
078078;497;DESCLASSIFICADO
076231;497;DESCLASSIFICADO
076168;497;DESCLASSIFICADO
074213;497;DESCLASSIFICADO
072910;497;DESCLASSIFICADO
044858;497;DESCLASSIFICADO
039189;497;DESCLASSIFICADO
039126;497;DESCLASSIFICADO
033520;497;DESCLASSIFICADO
033227;497;DESCLASSIFICADO
027851;497;DESCLASSIFICADO
027788;497;DESCLASSIFICADO
027558;497;DESCLASSIFICADO
022182;497;DESCLASSIFICADO
021889;497;DESCLASSIFICADO
016450;497;DESCLASSIFICADO
016220;497;DESCLASSIFICADO
010551;497;DESCLASSIFICADO
095953;496;DESCLASSIFICADO
095744;496;DESCLASSIFICADO
094063;496;DESCLASSIFICADO
093934;496;DESCLASSIFICADO
093725;496;DESCLASSIFICADO
086146;496;DESCLASSIFICADO
084465;496;DESCLASSIFICADO
084336;496;DESCLASSIFICADO
078458;496;DESCLASSIFICADO
074868;496;DESCLASSIFICADO
072788;496;DESCLASSIFICADO
072669;496;DESCLASSIFICADO
067000;496;DESCLASSIFICADO
056513;496;DESCLASSIFICADO
050844;496;DESCLASSIFICADO
039506;496;DESCLASSIFICADO
033105;496;DESCLASSIFICADO
027436;496;DESCLASSIFICADO
027317;496;DESCLASSIFICADO
021767;496;DESCLASSIFICADO
016169;496;DESCLASSIFICADO
016098;496;DESCLASSIFICADO
015979;496;DESCLASSIFICADO
010500;496;DESCLASSIFICADO
010429;496;DESCLASSIFICADO
004831;496;DESCLASSIFICADO
004760;496;DESCLASSIFICADO
033277;495;DESCLASSIFICADO
027388;495;DESCLASSIFICADO
021939;495;DESCLASSIFICADO
021719;495;DESCLASSIFICADO
016050;495;DESCLASSIFICADO
010601;495;DESCLASSIFICADO
010381;495;DESCLASSIFICADO
004712;495;DESCLASSIFICADO
095723;491;DESCLASSIFICADO
088035;491;DESCLASSIFICADO
086125;491;DESCLASSIFICADO
084757;491;DESCLASSIFICADO
084106;491;DESCLASSIFICADO
078437;491;DESCLASSIFICADO
076527;491;DESCLASSIFICADO
074509;491;DESCLASSIFICADO
074150;491;DESCLASSIFICADO
050823;491;DESCLASSIFICADO
045154;491;DESCLASSIFICADO
044795;491;DESCLASSIFICADO
039485;491;DESCLASSIFICADO
033816;491;DESCLASSIFICADO
033457;491;DESCLASSIFICADO
028147;491;DESCLASSIFICADO
022119;491;DESCLASSIFICADO
072849;490;DESCLASSIFICADO
072592;490;DESCLASSIFICADO
066923;490;DESCLASSIFICADO
061254;490;DESCLASSIFICADO
027385;490;DESCLASSIFICADO
027240;490;DESCLASSIFICADO
021828;490;DESCLASSIFICADO
021716;490;DESCLASSIFICADO
016047;490;DESCLASSIFICADO
010378;490;DESCLASSIFICADO
010233;490;DESCLASSIFICADO
004564;490;DESCLASSIFICADO
038908;489;DESCLASSIFICADO
033239;489;DESCLASSIFICADO
021901;489;DESCLASSIFICADO
094388;488;DESCLASSIFICADO
084790;488;DESCLASSIFICADO
078111;488;DESCLASSIFICADO
076201;488;DESCLASSIFICADO
074183;488;DESCLASSIFICADO
067073;488;DESCLASSIFICADO
044828;488;DESCLASSIFICADO
039159;488;DESCLASSIFICADO
033490;488;DESCLASSIFICADO
033059;488;DESCLASSIFICADO
027821;488;DESCLASSIFICADO
027390;488;DESCLASSIFICADO
022152;488;DESCLASSIFICADO
016483;488;DESCLASSIFICADO
010383;488;DESCLASSIFICADO
097705;484;DESCLASSIFICADO
096133;484;DESCLASSIFICADO
096082;484;DESCLASSIFICADO
096004;484;DESCLASSIFICADO
095795;484;DESCLASSIFICADO
094423;484;DESCLASSIFICADO
094114;484;DESCLASSIFICADO
093985;484;DESCLASSIFICADO
093776;484;DESCLASSIFICADO
088107;484;DESCLASSIFICADO
088056;484;DESCLASSIFICADO
086535;484;DESCLASSIFICADO
086484;484;DESCLASSIFICADO
086406;484;DESCLASSIFICADO
086355;484;DESCLASSIFICADO
086197;484;DESCLASSIFICADO
085916;484;DESCLASSIFICADO
085834;484;DESCLASSIFICADO
085807;484;DESCLASSIFICADO
084516;484;DESCLASSIFICADO
084387;484;DESCLASSIFICADO
084178;484;DESCLASSIFICADO
084127;484;DESCLASSIFICADO
083815;484;DESCLASSIFICADO
078509;484;DESCLASSIFICADO
078228;484;DESCLASSIFICADO
078119;484;DESCLASSIFICADO
076937;484;DESCLASSIFICADO
076886;484;DESCLASSIFICADO
076808;484;DESCLASSIFICADO
076757;484;DESCLASSIFICADO
076599;484;DESCLASSIFICADO
076548;484;DESCLASSIFICADO
076236;484;DESCLASSIFICADO
074919;484;DESCLASSIFICADO
074790;484;DESCLASSIFICADO
074739;484;DESCLASSIFICADO
074581;484;DESCLASSIFICADO
074530;484;DESCLASSIFICADO
